target_start_utc,decision_time_utc,realised_price_gbp_mwh,frozen_prediction_gbp_mwh,previous_settlement_day_reference_gbp_mwh,v26_short_residual_mean_gbp_mwh,v26_long_residual_mean_gbp_mwh,v26_gate_reason,v26_correction_gbp_mwh,v26_prediction_gbp_mwh,row_sha256,chain_sha256
2026-08-23T03:00:00Z,2026-08-23T01:00:00Z,129.360000000,121.616074642,108.810000000,2.500344059,-2.301393251,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,121.616074642,27464e9e727b725ba77e9c792916c61ea0ce231a8d64b2ebfa0857b4773f87da,b0ca6a9441a62252f7e8abc5d3fbcab73b61b44ba76d97cb0d8409ab454932d0
2026-08-23T03:30:00Z,2026-08-23T01:30:00Z,128.900000000,121.061561629,108.750000000,3.571234632,-2.108334767,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,121.061561629,964099cbfe00200903f00a0633aed72a87ba283610808a29fabc826405aa0db6,f118c32927a80b2a4ca313ed94e09ad0615dfb50283cd2e27b9cb59a5f697fcf
2026-08-23T04:00:00Z,2026-08-23T02:00:00Z,129.720000000,123.614450788,105.700000000,5.327734841,-2.150268237,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,123.614450788,82e166e57f4d68b8fe3274f52fcb9bc9fb41d5d540f92ad9f0cbb4ecccd5cc8a,a6211958e85424cd446eefa65c19bb8dace9a96a423016fd302a96df597b9f0d
2026-08-23T04:30:00Z,2026-08-23T02:30:00Z,128.100000000,122.326089435,104.710000000,5.900224853,-1.977416515,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,122.326089435,2655be6faee8d5a728c61aa4dd742629eea74c0117042eea42ffb0404f191d8d,b77aad1e85d0f689e3ec2202fc16494da548db9ab9ee32a9437679998fd57513
2026-08-23T05:00:00Z,2026-08-23T03:00:00Z,128.820000000,125.560563225,97.060000000,6.595143967,-2.046973061,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,125.560563225,f8cf2f35a82933e34e1d8dc393bd0e8b57ebda459659f01af8aaa400fc8b140f,5e077eb16dd24c601a3a094ad54150690dd21a903dcc7419f96144681511a991
2026-08-23T05:30:00Z,2026-08-23T03:30:00Z,129.330000000,125.119976877,100.830000000,7.811800981,-2.090118881,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,125.119976877,6ce63e6053ba2d299ad17ec2ffa4755e7b2854b6334171102518b859c8e2caa6,501b4e223bdaff83133eb8158d1fc972868a2a669dd49aa025fe3c100ed70c49
2026-08-23T06:00:00Z,2026-08-23T04:00:00Z,130.420000000,122.246544633,85.470000000,7.792329114,-2.150243621,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,122.246544633,91289f4267342d6e441d5f9c21da6af9b79c4f3637438e2562dc3c464d05ac89,80007454d847fb5a555f5d70acaeea987d3c71d087a3a817a948f1ff803217ee
2026-08-23T06:30:00Z,2026-08-23T04:30:00Z,123.560000000,121.923964532,89.420000000,8.363951123,-2.492406400,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,121.923964532,c50b3dac40ad044ca28874c7f6b7b9c644d148483ae5b6fea45601e9d980f812,e2a83a61e8556ef7a8a7b019766dd567b610be06ba2672977a55b5e86288d5b6
2026-08-23T07:00:00Z,2026-08-23T05:00:00Z,124.080000000,118.658254868,84.950000000,9.610158957,-2.747624569,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,118.658254868,a7bddafc9b33e46dc20dcf23889a8528bd2d588b3824ec569642f03d2d6b4144,3f5c0f69b295704842aa4a137cf274d0e773e96920217427878f47b0b2598527
2026-08-23T07:30:00Z,2026-08-23T05:30:00Z,108.210000000,117.950411117,84.670000000,9.881991855,-3.058938620,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,117.950411117,37e9fbbee02dffdd32e8385d257e31e153eaf01ea3ed1bb44914fa4666ed3a8d,487f1e33478f9c07a25b088b1297d8aa170db9959642e108388bebd613765ca2
2026-08-23T08:00:00Z,2026-08-23T06:00:00Z,91.620000000,114.912781136,69.840000000,9.313471473,-3.323696565,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,114.912781136,ecda899e4dc1f06d1a3fe8a0b07d1ee40e76700bae5d93da183088b73110580f,e4011f1f2b6e6e564a350e98c1e8cc658dfbb3c1acc06871f7089e344b57decb
2026-08-23T08:30:00Z,2026-08-23T06:30:00Z,75.040000000,111.664154385,55.580000000,9.629783565,-3.397797431,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,111.664154385,15aac21883c5cf6af159b26adbfd0cec592a07cd6b445ed86b1bfda25821c7ae,30cc9b0e2ee08999a6cd40e925e3273aae6b03dd27b11ba80e21e737aa6d2d55
2026-08-23T09:00:00Z,2026-08-23T07:00:00Z,56.080000000,99.385470376,42.520000000,7.983164089,-3.271417268,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,99.385470376,92982ff52005d76e35e7457dd790c3d321362e59305cbc25b7373b84eb676788,7356b7fb1413f1386a2307dc1b3df1f3b70911ba62f9b80922bae9eb6c1ec85c
2026-08-23T09:30:00Z,2026-08-23T07:30:00Z,42.730000000,100.423181484,26.350000000,6.938901754,-3.081994841,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,100.423181484,d0c8c9fa1038c75fa623596382d09ce10aa76fdbd136e5c3f9e8bd67bb1d42bb,5abb40d27e19590b2b820ef6a4c92019f690fc92235448dfe53b3a8a3d4adc20
2026-08-23T10:00:00Z,2026-08-23T08:00:00Z,19.950000000,80.370355859,15.090000000,5.194821009,-2.995051437,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,80.370355859,4d172aaf3d235c3787a832c714e95e92da565ec131d7e9cb5bcdffef1d62eda6,e21fe68e534b44d0e1e1a9d29dc9456d3fcc916dd008455751514d484119919b
2026-08-23T10:30:00Z,2026-08-23T08:30:00Z,13.480000000,68.182279170,13.290000000,2.243483294,-3.037136890,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,68.182279170,39714497160af8c275d068a7ddc2c299be6a5d9c54875e4813abb5fcf1d94d4c,3fee5ff1e65758485ccb6ac3060b960c34946875d166fadaaefb11779504af5f
2026-08-23T11:00:00Z,2026-08-23T09:00:00Z,13.630000000,57.179775905,13.730000000,-1.624568939,-3.469386991,CONSENSUS_CLIPPED_CORRECTION,-1.624568939,55.555206966,4c67730049d9bb9b2f67b9a1c7ffe8075372769a80b15e1901d30e1080a4d8a2,47c50ed3a807a60c4476f6f4919ca761b7934614de58274dac1cd93bf1e25250
2026-08-23T11:30:00Z,2026-08-23T09:30:00Z,21.920000000,45.387413009,12.160000000,-5.878685250,-3.871941186,CONSENSUS_CLIPPED_CORRECTION,-3.871941186,41.515471823,2885d8e010dff8a84ad35613e42eff1b9fb46c9dca1bdd22476801300f9eba7d,ec1fc386d5b36d9f066fb806ac58cab1475fe54dc392b8a78c11c9ed9d7d2026
2026-08-23T12:00:00Z,2026-08-23T10:00:00Z,34.440000000,42.886622462,10.400000000,-11.339653571,-4.697156285,CONSENSUS_CLIPPED_CORRECTION,-4.697156285,38.189466177,aebff12659ab08ace6df9da7cf60099d17604afc19b5cd160c574b1c1c26a9b6,18b4e6d4bacd6584a924236a52be2db4b5fd48322215e1c7275843355690f1da
2026-08-23T12:30:00Z,2026-08-23T10:30:00Z,31.890000000,27.247457674,9.220000000,-16.883478994,-5.495154276,CONSENSUS_CLIPPED_CORRECTION,-5.495154276,21.752303398,cc649cb9076e05c529a5fd1a0d6b5464ee72b649b92e76cfe72fb7a3f9307518,09be62b9249b6dfed2f453325012ef804b9fc0502a1d2951f9da4585f98817a5
2026-08-23T13:00:00Z,2026-08-23T11:00:00Z,34.110000000,34.890454925,9.000000000,-21.923161472,-6.303274614,CONSENSUS_CLIPPED_CORRECTION,-6.303274614,28.587180311,81debb40738a32ede22d6f66149d76ceac5ad3061d7bc0d073e81f7be3d85ab1,b4641a7a42433ffadb510038d492245437ea8e61d80f4a6323ef23c8daccc311
2026-08-23T13:30:00Z,2026-08-23T11:30:00Z,39.080000000,42.821745798,9.720000000,-25.823929195,-6.912750563,CONSENSUS_CLIPPED_CORRECTION,-6.912750563,35.908995235,92d037e5f8390bb91b3035dcb64eba06eb4fbaa59bdba9708f803c555be08dde,ad2e51494273a16b4f999df432ccfd221de4bb793264edc6049fa683df588a76
2026-08-23T14:00:00Z,2026-08-23T12:00:00Z,58.640000000,56.724827706,20.400000000,-28.130382206,-7.343157261,CONSENSUS_CLIPPED_CORRECTION,-7.343157261,49.381670445,32d85e2e6055e7a7c1540252c6a2318b1387b5ac6536a01fbe0bfc77da786414,f5916cc6c09309767560decd60caf17e6217294ec07c4bd9d8f14aa48198d4a8
2026-08-23T14:30:00Z,2026-08-23T12:30:00Z,69.080000000,72.089810504,31.810000000,-29.515388692,-7.584070911,CONSENSUS_CLIPPED_CORRECTION,-7.584070911,64.505739593,5c32f6adc274db5af932ef55e10f45bf23fd44d40ee613d775d647cedcb7a1e8,2d27cc15f2eaeeeb1408363136db11862b4f4f1a1d54eb2f8ccbae5d25b043c3
2026-08-23T15:00:00Z,2026-08-23T13:00:00Z,100.280000000,67.435026397,31.950000000,-29.264846454,-7.624687971,CONSENSUS_CLIPPED_CORRECTION,-7.624687971,59.810338426,b460e59aa5782e13d6dc8be7872145487c7a7cbbc8c5d9ad619f51ecaf59eaa8,b0269b14ce1d451b1d736fbbca6a56daa941e02b828a6667e660b1722075b788
2026-08-23T15:30:00Z,2026-08-23T13:30:00Z,106.160000000,74.971533652,59.940000000,-29.781696458,-7.778141516,CONSENSUS_CLIPPED_CORRECTION,-7.778141516,67.193392137,73f2c0ec8529a6db489082a28220a02a5adf1726ef1ffcbd025648611308c6eb,a2415d8a9dad12407d0711d8c1c4f4e538032573023c377733f024b452788f40
2026-08-23T16:00:00Z,2026-08-23T14:00:00Z,130.040000000,85.598487882,106.180000000,-29.281807682,-7.928352651,CONSENSUS_CLIPPED_CORRECTION,-7.928352651,77.670135231,b70265315bf40632011d9b5701f6dca85ddadf9c239ea2f84c882976c23b3275,1b2631ac1931fb291d612f04006373550464e734b0a21da27366f8b7c1bc9f82
2026-08-23T16:30:00Z,2026-08-23T14:30:00Z,148.280000000,107.490337103,115.270000000,-27.181144896,-8.048061660,CONSENSUS_CLIPPED_CORRECTION,-8.048061660,99.442275443,85a3a3e19108b9cc62986bdd15572bc2f1660e1ce412287f45c3cb296a03402c,863d182212454ef75f93c1b9382f403651c0b249696acf5180d3a70442b80afb
2026-08-23T17:00:00Z,2026-08-23T15:00:00Z,152.610000000,112.995723407,135.210000000,-24.379949573,-8.114820793,CONSENSUS_CLIPPED_CORRECTION,-8.114820793,104.880902614,7cddf5aae6b8af411fbb59fe01e088795d6b367b3b56126da6d80037841ffd28,771e773a9e41cc03cdefc27c49dc86bde7cb7bc4f22baed38df5a8c523409165
2026-08-23T17:30:00Z,2026-08-23T15:30:00Z,154.080000000,145.319914565,140.330000000,-18.034079241,-7.873889491,CONSENSUS_CLIPPED_CORRECTION,-7.873889491,137.446025075,18ea13e0e3ab33094c551f0069249cee8faaa167465de791caa0d3970af1a7a0,e6bca3e2cbd7f6ecbac19591850d88c92e575b9c5dfd600df85d0b6f47aa0dce
2026-08-23T18:00:00Z,2026-08-23T16:00:00Z,165.670000000,138.832587700,151.080000000,-10.627275255,-7.455879208,CONSENSUS_CLIPPED_CORRECTION,-7.455879208,131.376708493,5c3802197ec57293a101f682d8ab4984a05747142223ce913f945ce899d1854e,9ad8cb479aec32d2fdb9e709717f75b451a3956f6dfd8da21b474fc8f8da5aa4
2026-08-23T18:30:00Z,2026-08-23T16:30:00Z,167.640000000,160.872808537,157.260000000,-1.888786257,-6.887795306,CONSENSUS_CLIPPED_CORRECTION,-1.888786257,158.984022280,5c8370d255c875d3a039dabf13ab4790160c7a652efc397830c7cec3defd2e9e,319da600d84cb94ee8d0bd86aeb0946b17a1030a0d42742515dd624c1db470ce
2026-08-23T19:00:00Z,2026-08-23T17:00:00Z,168.090000000,167.318674458,152.980000000,6.068875582,-6.375869440,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,167.318674458,dd6b147dc898e63291e378ac70696232ffe7a52badcc86ea2d04b2ad14bb0195,8978928b20d9a79debca57488e4b6a945bcde2ba364aebbdc6a676ed42d575e2
2026-08-23T19:30:00Z,2026-08-23T17:30:00Z,163.710000000,158.879950511,150.580000000,12.999213290,-6.059426572,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,158.879950511,074ed714bccdab0f4bb0ed11eca3df679ea03f41ea800b6d232768c377d430c6,059ffafdd676bf5a74a265f8086418b1a53efe8c27d62e2aaf9295c5069e8d82
2026-08-23T20:00:00Z,2026-08-23T18:00:00Z,166.090000000,152.756987799,156.350000000,15.684838160,-6.092821606,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,152.756987799,283d7d5aa821788b6c972a79fed66be212c4c0cd0acb87ac30808c9fa38cfd4b,f8cab3065c669ee2670dc5d76c9f5b4f56cf9982ebfa34879fa5b717d4e7b015
2026-08-23T20:30:00Z,2026-08-23T18:30:00Z,164.690000000,160.743909942,155.130000000,18.625174391,-6.108620687,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,160.743909942,70bd26d7eab236f3b361c5d84ee4cbfbe322f77b7193f66b312a216292267330,b0ebb1b2eb2c2970dc559212a809f33b73b244f3356ae1e56317833287fa888a
2026-08-23T21:00:00Z,2026-08-23T19:00:00Z,161.020000000,153.628085110,143.390000000,18.802228485,-6.335795179,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,153.628085110,d4b2f4354f19356ec69207134736c2727407d62aa4a98a0571d329d0f802c9e3,287d38c3d21927ca6193358c13eaa26946eb80a7029fa32da15a8d61e6d4e412
2026-08-23T21:30:00Z,2026-08-23T19:30:00Z,154.260000000,149.569362573,146.230000000,18.931543524,-6.459623447,REGIME_DISAGREEMENT_FALLBACK_FROZEN,0.000000000,149.569362573,a87b71ea6fb5f0bfe64608351312d9e520503e40739b209598b2f0b386d3beb2,dca4ef5173dcf18a81814a2bcfadaea72c4ed5fa5abc1b1c78555e55129e4a8b
